,MOR_MPa,WA_pct,Shrinkage_pct
AG98_wtpct,0.25852030338022547,-0.10712448555237761,0.2233982403845402
AG22_wtpct,0.04701684706009677,-0.11722410155495555,0.17562979457230302
AG23_wtpct,0.6828040605017993,-0.4887532041936791,0.5208026114028651
SodaF_wtpct,-0.5648002953776143,0.34947973179530933,-0.3031210173059906
PotashF_wtpct,-0.2827529614913019,0.32804558713734394,-0.41744462759079376
Crushing_wtpct,-0.11255471608848193,-0.11989869282070498,-0.2881367945886153
ETP_wtpct,0.34141871852819206,-0.3186740645986709,0.5263489060993216
NaSil_wtpct,0.18311138031680402,-0.5119718479487847,0.27623288467221363
