target,mae_linear,mae_RandomForest_wrapped,mae_reduction_pct,wilcoxon_p,verdict
MOR_MPa,3.6914706329871194,2.635481234965546,28.60619799017803,0.0002339571197964574,significant
WA_pct,0.0655518202179003,0.059310485660137795,9.521222350524727,0.09581572393302196,NOT significant — describe as indistinguishable
Shrinkage_pct,0.288881657897712,0.18735984614729592,35.14304524877906,7.36081411645273e-06,significant
