,MOR_MPa,WA_pct,Shrinkage_pct
AG98_wtpct,-0.8127764537217136,0.5469350742070812,-0.848929297171718
AG22_wtpct,0.6036469952316188,-0.47719372736412435,0.5930576663610078
AG23_wtpct,0.7584895644869191,-0.5357372625586142,0.7988533822822521
SodaF_wtpct,-0.7558666566849668,0.5171938395941389,-0.7539664884442813
PotashF_wtpct,0.8088112038761895,-0.5697084870102684,0.8176445085853717
Crushing_wtpct,-0.2571640210255351,0.42854088239562205,-0.28059747255963147
ETP_wtpct,0.8250391150009336,-0.43065513476391376,0.8558370986517717
NaSil_wtpct,0.7859133836359571,-0.631275308454255,0.7740803145328247
